img1_path,img2_path,label
ValidationSet\RawFaces\Face Dataset\456\1.npy,ValidationSet\RawFaces\Face Dataset\456\0.npy,1
ValidationSet\RawFaces\Face Dataset\199\0.npy,ValidationSet\RawFaces\Face Dataset\651\0.npy,0
ValidationSet\RawFaces\Face Dataset\1128\6.npy,ValidationSet\RawFaces\Face Dataset\851\1.npy,0
ValidationSet\RawFaces\Face Dataset\729\0.npy,ValidationSet\RawFaces\Face Dataset\729\1.npy,1
ValidationSet\RawFaces\Face Dataset\915\1.npy,ValidationSet\RawFaces\Face Dataset\498\1.npy,0
ValidationSet\RawFaces\Face Dataset\22\0.npy,ValidationSet\RawFaces\Face Dataset\739\1.npy,0
ValidationSet\RawFaces\Face Dataset\1648\2.npy,ValidationSet\RawFaces\Face Dataset\751\9.npy,0
ValidationSet\RawFaces\Face Dataset\447\1.npy,ValidationSet\RawFaces\Face Dataset\1269\2.npy,0
ValidationSet\RawFaces\Face Dataset\609\0.npy,ValidationSet\RawFaces\Face Dataset\115\3.npy,0
ValidationSet\RawFaces\Face Dataset\1544\0.npy,ValidationSet\RawFaces\Face Dataset\1544\2.npy,1
ValidationSet\RawFaces\Face Dataset\212\0.npy,ValidationSet\RawFaces\Face Dataset\212\1.npy,1
ValidationSet\RawFaces\Face Dataset\1128\5.npy,ValidationSet\RawFaces\Face Dataset\1128\0.npy,1
ValidationSet\RawFaces\Face Dataset\46\0.npy,ValidationSet\RawFaces\Face Dataset\46\1.npy,1
ValidationSet\RawFaces\Face Dataset\737\0.npy,ValidationSet\RawFaces\Face Dataset\737\1.npy,1
ValidationSet\RawFaces\Face Dataset\1126\0.npy,ValidationSet\RawFaces\Face Dataset\599\0.npy,0
ValidationSet\RawFaces\Face Dataset\363\0.npy,ValidationSet\RawFaces\Face Dataset\286\1.npy,0
ValidationSet\RawFaces\Face Dataset\1196\1.npy,ValidationSet\RawFaces\Face Dataset\85\8.npy,0
ValidationSet\RawFaces\Face Dataset\1147\0.npy,ValidationSet\RawFaces\Face Dataset\881\2.npy,0
ValidationSet\RawFaces\Face Dataset\914\0.npy,ValidationSet\RawFaces\Face Dataset\1532\1.npy,0
ValidationSet\RawFaces\Face Dataset\1069\2.npy,ValidationSet\RawFaces\Face Dataset\1566\1.npy,0
ValidationSet\RawFaces\Face Dataset\1659\1.npy,ValidationSet\RawFaces\Face Dataset\1180\2.npy,0
ValidationSet\RawFaces\Face Dataset\897\0.npy,ValidationSet\RawFaces\Face Dataset\469\0.npy,0
ValidationSet\RawFaces\Face Dataset\1076\3.npy,ValidationSet\RawFaces\Face Dataset\788\6.npy,0
ValidationSet\RawFaces\Face Dataset\1158\1.npy,ValidationSet\RawFaces\Face Dataset\1158\0.npy,1
ValidationSet\RawFaces\Face Dataset\1517\1.npy,ValidationSet\RawFaces\Face Dataset\1517\0.npy,1
ValidationSet\RawFaces\Face Dataset\981\0.npy,ValidationSet\RawFaces\Face Dataset\981\1.npy,1
ValidationSet\RawFaces\Face Dataset\1205\2.npy,ValidationSet\RawFaces\Face Dataset\1205\6.npy,1
ValidationSet\RawFaces\Face Dataset\1532\1.npy,ValidationSet\RawFaces\Face Dataset\1532\0.npy,1
ValidationSet\RawFaces\Face Dataset\866\0.npy,ValidationSet\RawFaces\Face Dataset\866\1.npy,1
ValidationSet\RawFaces\Face Dataset\871\1.npy,ValidationSet\RawFaces\Face Dataset\468\2.npy,0
ValidationSet\RawFaces\Face Dataset\153\0.npy,ValidationSet\RawFaces\Face Dataset\153\1.npy,1
ValidationSet\RawFaces\Face Dataset\643\2.npy,ValidationSet\RawFaces\Face Dataset\494\0.npy,0
ValidationSet\RawFaces\Face Dataset\603\2.npy,ValidationSet\RawFaces\Face Dataset\1621\3.npy,0
ValidationSet\RawFaces\Face Dataset\630\3.npy,ValidationSet\RawFaces\Face Dataset\630\0.npy,1
ValidationSet\RawFaces\Face Dataset\729\0.npy,ValidationSet\RawFaces\Face Dataset\1519\2.npy,0
ValidationSet\RawFaces\Face Dataset\968\0.npy,ValidationSet\RawFaces\Face Dataset\968\1.npy,1
ValidationSet\RawFaces\Face Dataset\756\0.npy,ValidationSet\RawFaces\Face Dataset\280\3.npy,0
ValidationSet\RawFaces\Face Dataset\1461\1.npy,ValidationSet\RawFaces\Face Dataset\1461\0.npy,1
ValidationSet\RawFaces\Face Dataset\508\1.npy,ValidationSet\RawFaces\Face Dataset\1554\7.npy,0
ValidationSet\RawFaces\Face Dataset\165\3.npy,ValidationSet\RawFaces\Face Dataset\165\4.npy,1
ValidationSet\RawFaces\Face Dataset\1096\1.npy,ValidationSet\RawFaces\Face Dataset\1106\0.npy,0
ValidationSet\RawFaces\Face Dataset\1417\0.npy,ValidationSet\RawFaces\Face Dataset\1417\1.npy,1
ValidationSet\RawFaces\Face Dataset\1433\11.npy,ValidationSet\RawFaces\Face Dataset\198\0.npy,0
ValidationSet\RawFaces\Face Dataset\1419\0.npy,ValidationSet\RawFaces\Face Dataset\1419\1.npy,1
ValidationSet\RawFaces\Face Dataset\1621\4.npy,ValidationSet\RawFaces\Face Dataset\867\1.npy,0
ValidationSet\RawFaces\Face Dataset\814\1.npy,ValidationSet\RawFaces\Face Dataset\814\0.npy,1
ValidationSet\RawFaces\Face Dataset\1082\19.npy,ValidationSet\RawFaces\Face Dataset\874\0.npy,0
ValidationSet\RawFaces\Face Dataset\611\0.npy,ValidationSet\RawFaces\Face Dataset\611\1.npy,1
ValidationSet\RawFaces\Face Dataset\647\0.npy,ValidationSet\RawFaces\Face Dataset\595\0.npy,0
ValidationSet\RawFaces\Face Dataset\104\5.npy,ValidationSet\RawFaces\Face Dataset\1158\0.npy,0
ValidationSet\RawFaces\Face Dataset\592\1.npy,ValidationSet\RawFaces\Face Dataset\1575\3.npy,0
ValidationSet\RawFaces\Face Dataset\873\1.npy,ValidationSet\RawFaces\Face Dataset\873\0.npy,1
ValidationSet\RawFaces\Face Dataset\1337\4.npy,ValidationSet\RawFaces\Face Dataset\1337\3.npy,1
ValidationSet\RawFaces\Face Dataset\958\1.npy,ValidationSet\RawFaces\Face Dataset\754\0.npy,0
ValidationSet\RawFaces\Face Dataset\1041\0.npy,ValidationSet\RawFaces\Face Dataset\1041\1.npy,1
ValidationSet\RawFaces\Face Dataset\330\0.npy,ValidationSet\RawFaces\Face Dataset\330\2.npy,1
ValidationSet\RawFaces\Face Dataset\1196\1.npy,ValidationSet\RawFaces\Face Dataset\1212\0.npy,0
ValidationSet\RawFaces\Face Dataset\1359\1.npy,ValidationSet\RawFaces\Face Dataset\761\0.npy,0
ValidationSet\RawFaces\Face Dataset\196\1.npy,ValidationSet\RawFaces\Face Dataset\196\0.npy,1
ValidationSet\RawFaces\Face Dataset\488\0.npy,ValidationSet\RawFaces\Face Dataset\488\1.npy,1
ValidationSet\RawFaces\Face Dataset\630\3.npy,ValidationSet\RawFaces\Face Dataset\630\0.npy,1
ValidationSet\RawFaces\Face Dataset\1485\0.npy,ValidationSet\RawFaces\Face Dataset\1485\1.npy,1
ValidationSet\RawFaces\Face Dataset\508\1.npy,ValidationSet\RawFaces\Face Dataset\508\0.npy,1
ValidationSet\RawFaces\Face Dataset\483\1.npy,ValidationSet\RawFaces\Face Dataset\483\0.npy,1
ValidationSet\RawFaces\Face Dataset\1232\1.npy,ValidationSet\RawFaces\Face Dataset\1232\0.npy,1
ValidationSet\RawFaces\Face Dataset\805\0.npy,ValidationSet\RawFaces\Face Dataset\805\1.npy,1
ValidationSet\RawFaces\Face Dataset\308\2.npy,ValidationSet\RawFaces\Face Dataset\273\1.npy,0
ValidationSet\RawFaces\Face Dataset\1042\1.npy,ValidationSet\RawFaces\Face Dataset\1085\0.npy,0
ValidationSet\RawFaces\Face Dataset\439\0.npy,ValidationSet\RawFaces\Face Dataset\439\1.npy,1
ValidationSet\RawFaces\Face Dataset\494\2.npy,ValidationSet\RawFaces\Face Dataset\63\2.npy,0
ValidationSet\RawFaces\Face Dataset\1606\1.npy,ValidationSet\RawFaces\Face Dataset\1606\0.npy,1
ValidationSet\RawFaces\Face Dataset\459\0.npy,ValidationSet\RawFaces\Face Dataset\459\1.npy,1
ValidationSet\RawFaces\Face Dataset\902\0.npy,ValidationSet\RawFaces\Face Dataset\494\3.npy,0
ValidationSet\RawFaces\Face Dataset\5\0.npy,ValidationSet\RawFaces\Face Dataset\33\1.npy,0
ValidationSet\RawFaces\Face Dataset\731\3.npy,ValidationSet\RawFaces\Face Dataset\731\2.npy,1
ValidationSet\RawFaces\Face Dataset\1266\3.npy,ValidationSet\RawFaces\Face Dataset\1266\4.npy,1
ValidationSet\RawFaces\Face Dataset\1601\0.npy,ValidationSet\RawFaces\Face Dataset\907\0.npy,0
ValidationSet\RawFaces\Face Dataset\779\5.npy,ValidationSet\RawFaces\Face Dataset\779\6.npy,1
ValidationSet\RawFaces\Face Dataset\1545\5.npy,ValidationSet\RawFaces\Face Dataset\1545\2.npy,1
ValidationSet\RawFaces\Face Dataset\202\2.npy,ValidationSet\RawFaces\Face Dataset\1093\1.npy,0
ValidationSet\RawFaces\Face Dataset\987\3.npy,ValidationSet\RawFaces\Face Dataset\987\2.npy,1
ValidationSet\RawFaces\Face Dataset\1013\1.npy,ValidationSet\RawFaces\Face Dataset\1013\0.npy,1
ValidationSet\RawFaces\Face Dataset\432\1.npy,ValidationSet\RawFaces\Face Dataset\432\0.npy,1
ValidationSet\RawFaces\Face Dataset\595\1.npy,ValidationSet\RawFaces\Face Dataset\1235\1.npy,0
ValidationSet\RawFaces\Face Dataset\248\1.npy,ValidationSet\RawFaces\Face Dataset\335\0.npy,0
ValidationSet\RawFaces\Face Dataset\1471\10.npy,ValidationSet\RawFaces\Face Dataset\1508\1.npy,0
ValidationSet\RawFaces\Face Dataset\1384\0.npy,ValidationSet\RawFaces\Face Dataset\524\0.npy,0
ValidationSet\RawFaces\Face Dataset\498\1.npy,ValidationSet\RawFaces\Face Dataset\543\1.npy,0
ValidationSet\RawFaces\Face Dataset\1623\2.npy,ValidationSet\RawFaces\Face Dataset\614\0.npy,0
ValidationSet\RawFaces\Face Dataset\873\0.npy,ValidationSet\RawFaces\Face Dataset\873\1.npy,1
ValidationSet\RawFaces\Face Dataset\1225\7.npy,ValidationSet\RawFaces\Face Dataset\1225\0.npy,1
ValidationSet\RawFaces\Face Dataset\265\1.npy,ValidationSet\RawFaces\Face Dataset\557\1.npy,0
ValidationSet\RawFaces\Face Dataset\1222\2.npy,ValidationSet\RawFaces\Face Dataset\1222\1.npy,1
ValidationSet\RawFaces\Face Dataset\1494\1.npy,ValidationSet\RawFaces\Face Dataset\1148\0.npy,0
ValidationSet\RawFaces\Face Dataset\1039\2.npy,ValidationSet\RawFaces\Face Dataset\414\0.npy,0
ValidationSet\RawFaces\Face Dataset\859\0.npy,ValidationSet\RawFaces\Face Dataset\859\1.npy,1
ValidationSet\RawFaces\Face Dataset\1073\1.npy,ValidationSet\RawFaces\Face Dataset\244\2.npy,0
ValidationSet\RawFaces\Face Dataset\843\1.npy,ValidationSet\RawFaces\Face Dataset\120\2.npy,0
ValidationSet\RawFaces\Face Dataset\1003\1.npy,ValidationSet\RawFaces\Face Dataset\1003\2.npy,1
ValidationSet\RawFaces\Face Dataset\1238\1.npy,ValidationSet\RawFaces\Face Dataset\1238\2.npy,1
ValidationSet\RawFaces\Face Dataset\360\0.npy,ValidationSet\RawFaces\Face Dataset\360\1.npy,1
ValidationSet\RawFaces\Face Dataset\316\2.npy,ValidationSet\RawFaces\Face Dataset\1243\3.npy,0
